BCM2835 Library Version: 10050
SPI activated
Initialization succesfull!
The device should be in RDATAC now
79	192	1.510334e-03V		1.964379e-03V		1.239681e-03V		1.997853e-03V		1.970387e-03V		1.816750e-03V		1.954365e-03V		1.467133e-03V		
80	192	1.513195e-03V		1.962662e-03V		1.242256e-03V		2.000714e-03V		1.970959e-03V		1.817036e-03V		1.952934e-03V		1.465416e-03V		
81	192	1.514340e-03V		1.963806e-03V		1.239109e-03V		2.003002e-03V		1.972389e-03V		1.815033e-03V		1.950360e-03V		1.464844e-03V		
82	192	1.510620e-03V		1.965237e-03V		1.242829e-03V		2.000141e-03V		1.969815e-03V		1.814461e-03V		1.949215e-03V		1.465702e-03V		
83	192	1.512909e-03V		1.960373e-03V		1.237106e-03V		2.000427e-03V		1.972389e-03V		1.812458e-03V		1.950360e-03V		1.465988e-03V		
84	192	1.510906e-03V		1.961518e-03V		1.234532e-03V		1.999283e-03V		1.968384e-03V		1.819897e-03V		1.950932e-03V		1.465416e-03V		
85	192	1.510906e-03V		1.964092e-03V		1.237106e-03V		2.001000e-03V		1.963520e-03V		1.819325e-03V		1.952076e-03V		1.464844e-03V		
86	192	1.508045e-03V		1.966095e-03V		1.239681e-03V		2.001858e-03V		1.967812e-03V		1.817608e-03V		1.953221e-03V		1.460838e-03V		
87	192	1.509476e-03V		1.963520e-03V		1.238537e-03V		1.998139e-03V		1.970387e-03V		1.817894e-03V		1.950646e-03V		1.462841e-03V		
88	192	1.511479e-03V		1.962376e-03V		1.238537e-03V		1.999569e-03V		1.967812e-03V		1.812744e-03V		1.950360e-03V		1.463700e-03V		
89	192	1.511479e-03V		1.963234e-03V		1.236248e-03V		2.000714e-03V		1.970101e-03V		1.815033e-03V		1.951504e-03V		1.461411e-03V		
90	192	1.508045e-03V		1.963806e-03V		1.239967e-03V		2.001572e-03V		1.972676e-03V		1.817894e-03V		1.950646e-03V		1.463127e-03V		
91	192	1.508045e-03V		1.962090e-03V		1.244259e-03V		2.002144e-03V		1.967526e-03V		1.816750e-03V		1.949215e-03V		1.462555e-03V		
92	192	1.511479e-03V		1.962376e-03V		1.240540e-03V		2.000427e-03V		1.969528e-03V		1.817894e-03V		1.952934e-03V		1.462269e-03V		
93	192	1.510048e-03V		1.964951e-03V		1.238823e-03V		1.998139e-03V		1.968670e-03V		1.817608e-03V		1.952076e-03V		1.460552e-03V		
94	192	1.508045e-03V		1.967240e-03V		1.238251e-03V		2.001000e-03V		1.968098e-03V		1.814175e-03V		1.951218e-03V		1.463127e-03V		
95	192	1.506615e-03V		1.963806e-03V		1.239109e-03V		2.000714e-03V		1.968098e-03V		1.816464e-03V		1.950073e-03V		1.464844e-03V		
96	192	1.511479e-03V		1.963234e-03V		1.236820e-03V		2.000141e-03V		1.969528e-03V		1.817036e-03V		1.951218e-03V		1.466847e-03V		
97	192	1.510906e-03V		1.962948e-03V		1.237106e-03V		1.997566e-03V		1.968670e-03V		1.817894e-03V		1.953793e-03V		1.465416e-03V		
98	192	1.508904e-03V		1.964951e-03V		1.237965e-03V		2.000141e-03V		1.967240e-03V		1.814175e-03V		1.954365e-03V		1.462841e-03V		
99	192	1.510048e-03V		1.963520e-03V		1.240826e-03V		1.995850e-03V		1.969242e-03V		1.813889e-03V		1.952362e-03V		1.459980e-03V		
100	192	1.509476e-03V		1.958084e-03V		1.241970e-03V		1.996994e-03V		1.968670e-03V		1.815033e-03V		1.950932e-03V		1.460838e-03V		
101	192	1.510048e-03V		1.960373e-03V		1.240540e-03V		2.002144e-03V		1.966095e-03V		1.817608e-03V		1.948929e-03V		1.463413e-03V		
102	192	1.509190e-03V		1.963520e-03V		1.239967e-03V		2.000714e-03V		1.968384e-03V		1.813317e-03V		1.950073e-03V		1.463127e-03V		
103	192	1.510620e-03V		1.963806e-03V		1.241112e-03V		2.002430e-03V		1.970959e-03V		1.813889e-03V		1.951504e-03V		1.463700e-03V		
104	192	1.510334e-03V		1.963806e-03V		1.235676e-03V		2.003861e-03V		1.969528e-03V		1.813603e-03V		1.951218e-03V		1.461697e-03V		
105	192	1.507473e-03V		1.962662e-03V		1.237106e-03V		2.001858e-03V		1.968384e-03V		1.812172e-03V		1.953793e-03V		1.463700e-03V		
106	192	1.506615e-03V		1.968670e-03V		1.238251e-03V		1.999855e-03V		1.968670e-03V		1.816750e-03V		1.950932e-03V		1.466561e-03V		
107	192	1.508904e-03V		1.967526e-03V		1.236534e-03V		1.999283e-03V		1.971245e-03V		1.818466e-03V		1.950932e-03V		1.463413e-03V		
108	192	1.508904e-03V		1.962948e-03V		1.239967e-03V		1.999283e-03V		1.972389e-03V		1.816464e-03V		1.952076e-03V		1.465130e-03V		
109	192	1.511765e-03V		1.963520e-03V		1.240540e-03V		2.000714e-03V		1.971531e-03V		1.818466e-03V		1.952648e-03V		1.461697e-03V		
110	192	1.512337e-03V		1.966381e-03V		1.241970e-03V		1.998997e-03V		1.968956e-03V		1.817894e-03V		1.947212e-03V		1.463700e-03V		
111	192	1.514912e-03V		1.965237e-03V		1.240826e-03V		2.000141e-03V		1.968956e-03V		1.817608e-03V		1.948643e-03V		1.462555e-03V		
112	192	1.508618e-03V		1.961804e-03V		1.239681e-03V		2.001000e-03V		1.969242e-03V		1.817894e-03V		1.953507e-03V		1.464272e-03V		
113	192	1.510334e-03V		1.964951e-03V		1.235676e-03V		1.999283e-03V		1.967526e-03V		1.819325e-03V		1.950932e-03V		1.464272e-03V		
114	192	1.509476e-03V		1.962662e-03V		1.235676e-03V		2.001286e-03V		1.970959e-03V		1.817894e-03V		1.948643e-03V		1.458836e-03V		
115	192	1.508045e-03V		1.964665e-03V		1.238251e-03V		2.002144e-03V		1.971245e-03V		1.817036e-03V		1.950646e-03V		1.459408e-03V		
116	192	1.506901e-03V		1.963806e-03V		1.236820e-03V		2.000714e-03V		1.964951e-03V		1.817036e-03V		1.953507e-03V		1.460838e-03V		
117	192	1.507187e-03V		1.963520e-03V		1.238251e-03V		2.001572e-03V		1.965237e-03V		1.816464e-03V		1.955223e-03V		1.461411e-03V		
118	192	1.509762e-03V		1.963806e-03V		1.242542e-03V		2.001572e-03V		1.968384e-03V		1.817894e-03V		1.954365e-03V		1.462841e-03V		
119	192	1.507187e-03V		1.964951e-03V		1.242542e-03V		2.000714e-03V		1.970101e-03V		1.816178e-03V		1.952076e-03V		1.466847e-03V		
120	192	1.504612e-03V		1.963234e-03V		1.244831e-03V		2.005291e-03V		1.968098e-03V		1.819039e-03V		1.949501e-03V		1.464558e-03V		
121	192	1.506615e-03V		1.963234e-03V		1.243973e-03V		2.001000e-03V		1.966381e-03V		1.816750e-03V		1.951504e-03V		1.464558e-03V		
122	192	1.510048e-03V		1.962948e-03V		1.239681e-03V		2.003002e-03V		1.968098e-03V		1.815033e-03V		1.953507e-03V		1.464558e-03V		
123	192	1.514340e-03V		1.961804e-03V		1.241398e-03V		2.002430e-03V		1.972103e-03V		1.817608e-03V		1.954937e-03V		1.462269e-03V		
124	192	1.514626e-03V		1.965809e-03V		1.240826e-03V		1.997853e-03V		1.976395e-03V		1.818753e-03V		1.952362e-03V		1.463413e-03V		
125	192	1.514340e-03V		1.963520e-03V		1.240540e-03V		2.000427e-03V		1.972962e-03V		1.816464e-03V		1.951504e-03V		1.460838e-03V		
126	192	1.509476e-03V		1.965237e-03V		1.236534e-03V		2.000714e-03V		1.971245e-03V		1.816178e-03V		1.952076e-03V		1.461411e-03V		
127	192	1.510334e-03V		1.964951e-03V		1.235676e-03V		2.001572e-03V		1.972389e-03V		1.813889e-03V		1.951504e-03V		1.466274e-03V		
128	192	1.508618e-03V		1.964092e-03V		1.236248e-03V		2.002144e-03V		1.972962e-03V		1.817894e-03V		1.950646e-03V		1.465130e-03V		
129	192	1.507473e-03V		1.968956e-03V		1.237679e-03V		2.001286e-03V		1.972389e-03V		1.813889e-03V		1.950646e-03V		1.463127e-03V		
130	192	1.509762e-03V		1.966954e-03V		1.235390e-03V		2.001286e-03V		1.969815e-03V		1.817608e-03V		1.953507e-03V		1.462841e-03V		
131	192	1.507759e-03V		1.962948e-03V		1.238251e-03V		2.001572e-03V		1.965809e-03V		1.817036e-03V		1.952934e-03V		1.461411e-03V		
132	192	1.510906e-03V		1.964092e-03V		1.237965e-03V		1.999855e-03V		1.963806e-03V		1.817608e-03V		1.952076e-03V		1.459980e-03V		
133	192	1.510334e-03V		1.964092e-03V		1.237393e-03V		1.998711e-03V		1.968098e-03V		1.814175e-03V		1.952076e-03V		1.461697e-03V		
134	192	1.508331e-03V		1.966381e-03V		1.237965e-03V		1.996422e-03V		1.969528e-03V		1.815033e-03V		1.954937e-03V		1.461983e-03V		
135	192	1.507473e-03V		1.963806e-03V		1.238537e-03V		1.998425e-03V		1.969528e-03V		1.815033e-03V		1.950646e-03V		1.461125e-03V		
136	192	1.508904e-03V		1.962376e-03V		1.236248e-03V		2.001000e-03V		1.965237e-03V		1.814747e-03V		1.949501e-03V		1.462269e-03V		
137	192	1.511479e-03V		1.962948e-03V		1.237965e-03V		1.998139e-03V		1.965809e-03V		1.815319e-03V		1.949501e-03V		1.459980e-03V		
138	192	1.508618e-03V		1.961518e-03V		1.236248e-03V		1.998139e-03V		1.967240e-03V		1.815891e-03V		1.952934e-03V		1.458550e-03V		
139	192	1.513767e-03V		1.961804e-03V		1.236248e-03V		2.001000e-03V		1.968670e-03V		1.817036e-03V		1.954365e-03V		1.464844e-03V		
140	192	1.514340e-03V		1.964379e-03V		1.239967e-03V		2.002430e-03V		1.968956e-03V		1.817608e-03V		1.952362e-03V		1.464272e-03V		
141	192	1.511479e-03V		1.965237e-03V		1.235676e-03V		1.999569e-03V		1.967526e-03V		1.821041e-03V		1.953793e-03V		1.463127e-03V		
142	192	1.510334e-03V		1.965809e-03V		1.232815e-03V		1.998997e-03V		1.969528e-03V		1.818466e-03V		1.954365e-03V		1.463986e-03V		
143	192	1.513481e-03V		1.965523e-03V		1.235676e-03V		2.000427e-03V		1.970101e-03V		1.814175e-03V		1.956082e-03V		1.462269e-03V		
144	192	1.512623e-03V		1.962090e-03V		1.239109e-03V		1.999569e-03V		1.965237e-03V		1.819325e-03V		1.954937e-03V		1.456261e-03V		
145	192	1.508618e-03V		1.963520e-03V		1.239681e-03V		1.998711e-03V		1.965237e-03V		1.820755e-03V		1.953221e-03V		1.461697e-03V		
146	192	1.509476e-03V		1.963234e-03V		1.237106e-03V		1.998425e-03V		1.970673e-03V		1.819897e-03V		1.952076e-03V		1.465702e-03V		
147	192	1.508045e-03V		1.962662e-03V		1.239109e-03V		1.995278e-03V		1.969528e-03V		1.818180e-03V		1.955223e-03V		1.462269e-03V		
148	192	1.509476e-03V		1.967240e-03V		1.240540e-03V		1.995564e-03V		1.967812e-03V		1.819039e-03V		1.955223e-03V		1.462269e-03V		
149	192	1.512909e-03V		1.963520e-03V		1.238823e-03V		1.998139e-03V		1.970673e-03V		1.816464e-03V		1.952362e-03V		1.460266e-03V		
150	192	1.510906e-03V		1.958084e-03V		1.238251e-03V		1.999569e-03V		1.969242e-03V		1.817036e-03V		1.952934e-03V		1.461697e-03V		
151	192	1.512909e-03V		1.959515e-03V		1.239395e-03V		1.998139e-03V		1.967812e-03V		1.816750e-03V		1.955223e-03V		1.461697e-03V		
152	192	1.510048e-03V		1.965809e-03V		1.236534e-03V		1.997853e-03V		1.970101e-03V		1.818466e-03V		1.956654e-03V		1.462269e-03V		
153	192	1.509476e-03V		1.966095e-03V		1.234245e-03V		1.995278e-03V		1.969528e-03V		1.814175e-03V		1.952076e-03V		1.464844e-03V		
154	192	1.510334e-03V		1.963806e-03V		1.235676e-03V		1.998425e-03V		1.966095e-03V		1.814461e-03V		1.951504e-03V		1.465702e-03V		
155	192	1.512909e-03V		1.964379e-03V		1.239395e-03V		1.999569e-03V		1.971531e-03V		1.815033e-03V		1.950932e-03V		1.461697e-03V		
156	192	1.512623e-03V		1.965523e-03V		1.237106e-03V		1.998139e-03V		1.970673e-03V		1.811886e-03V		1.952362e-03V		1.459980e-03V		
157	192	1.508618e-03V		1.960945e-03V		1.234245e-03V		1.998711e-03V		1.968098e-03V		1.813603e-03V		1.951218e-03V		1.461983e-03V		
158	192	1.509476e-03V		1.963806e-03V		1.239109e-03V		2.000141e-03V		1.968098e-03V		1.814175e-03V		1.950932e-03V		1.465702e-03V		
159	192	1.510620e-03V		1.965809e-03V		1.239681e-03V		2.000714e-03V		1.970387e-03V		1.818180e-03V		1.952076e-03V		1.467133e-03V		
160	192	1.511193e-03V		1.962948e-03V		1.237679e-03V		1.996708e-03V		1.968670e-03V		1.817894e-03V		1.950073e-03V		1.459980e-03V		
161	192	1.507187e-03V		1.959515e-03V		1.236534e-03V		2.000141e-03V		1.972962e-03V		1.818466e-03V		1.949501e-03V		1.459694e-03V		
162	192	1.511479e-03V		1.962376e-03V		1.237679e-03V		1.997280e-03V		1.970101e-03V		1.818180e-03V		1.950932e-03V		1.459980e-03V		
163	192	1.512337e-03V		1.965809e-03V		1.239681e-03V		1.998139e-03V		1.970387e-03V		1.821614e-03V		1.954937e-03V		1.460266e-03V		
164	192	1.512623e-03V		1.965809e-03V		1.240540e-03V		1.998425e-03V		1.969528e-03V		1.818466e-03V		1.955509e-03V		1.464272e-03V		
165	192	1.506615e-03V		1.962376e-03V		1.237106e-03V		2.001286e-03V		1.969528e-03V		1.816178e-03V		1.951218e-03V		1.464844e-03V		
166	192	1.508045e-03V		1.964379e-03V		1.238537e-03V		2.001000e-03V		1.969528e-03V		1.816750e-03V		1.952076e-03V		1.462555e-03V		
167	192	1.511765e-03V		1.964665e-03V		1.238823e-03V		1.998139e-03V		1.968384e-03V		1.815033e-03V		1.952934e-03V		1.461411e-03V		
168	192	1.510048e-03V		1.965237e-03V		1.239681e-03V		2.001572e-03V		1.968956e-03V		1.815319e-03V		1.950360e-03V		1.460838e-03V		
169	192	1.510334e-03V		1.966667e-03V		1.237965e-03V		2.001000e-03V		1.968956e-03V		1.815033e-03V		1.952934e-03V		1.461411e-03V		
170	192	1.511479e-03V		1.968098e-03V		1.236820e-03V		2.002144e-03V		1.969242e-03V		1.818180e-03V		1.952076e-03V		1.463986e-03V		
171	192	1.513195e-03V		1.964092e-03V		1.240254e-03V		2.000141e-03V		1.970101e-03V		1.821327e-03V		1.948071e-03V		1.464844e-03V		
172	192	1.507759e-03V		1.967240e-03V		1.237965e-03V		1.997566e-03V		1.973248e-03V		1.816464e-03V		1.952362e-03V		1.463986e-03V		
173	192	1.505470e-03V		1.968384e-03V		1.237106e-03V		2.000141e-03V		1.976395e-03V		1.812744e-03V		1.952076e-03V		1.465130e-03V		
174	192	1.509476e-03V		1.964951e-03V		1.235676e-03V		2.001572e-03V		1.973820e-03V		1.820469e-03V		1.953507e-03V		1.465702e-03V		
175	192	1.510334e-03V		1.963520e-03V		1.239109e-03V		1.997853e-03V		1.968670e-03V		1.817036e-03V		1.952648e-03V		1.460266e-03V		
176	192	1.512623e-03V		1.966381e-03V		1.239681e-03V		1.998711e-03V		1.970387e-03V		1.816178e-03V		1.950360e-03V		1.459408e-03V		
177	192	1.511479e-03V		1.965237e-03V		1.237679e-03V		2.001286e-03V		1.967240e-03V		1.818180e-03V		1.952076e-03V		1.465130e-03V		
178	192	1.510620e-03V		1.963234e-03V		1.237106e-03V		2.002716e-03V		1.967812e-03V		1.819611e-03V		1.950932e-03V		1.466274e-03V		
179	192	1.506615e-03V		1.962376e-03V		1.237106e-03V		2.003861e-03V		1.968956e-03V		1.814175e-03V		1.952934e-03V		1.458836e-03V		
180	192	1.504040e-03V		1.964951e-03V		1.235676e-03V		2.001000e-03V		1.970673e-03V		1.815033e-03V		1.949501e-03V		1.461411e-03V		
