BCM2835 Library Version: 10050
SPI activated
Initialization succesfull!
The device should be in RDATAC now
1	192	1.523781e-03V		1.969528e-03V		1.244831e-03V		2.008438e-03V		-2.861023e-07V		-2.861023e-07V		-2.861023e-07V		-2.861023e-07V		
2	192	1.512051e-03V		1.966095e-03V		1.242542e-03V		2.004147e-03V		1.974678e-03V		1.708031e-03V		-2.861023e-07V		-2.861023e-07V		
3	192	1.508904e-03V		1.967240e-03V		1.235104e-03V		1.998139e-03V		1.964092e-03V		1.813889e-03V		1.949787e-03V		9.993554e-04V		
4	192	1.513195e-03V		1.960945e-03V		1.237679e-03V		1.999283e-03V		1.964092e-03V		1.813603e-03V		1.950932e-03V		1.457977e-03V		
5	192	1.513767e-03V		1.960945e-03V		1.238823e-03V		1.997853e-03V		1.968670e-03V		1.817036e-03V		1.950646e-03V		1.460266e-03V		
6	192	1.508618e-03V		1.963806e-03V		1.239109e-03V		1.998139e-03V		1.970101e-03V		1.814175e-03V		1.950646e-03V		1.461411e-03V		
7	192	1.508331e-03V		1.966381e-03V		1.239681e-03V		1.998139e-03V		1.970673e-03V		1.815891e-03V		1.951504e-03V		1.461125e-03V		
8	192	1.507759e-03V		1.965237e-03V		1.235962e-03V		2.000141e-03V		1.968670e-03V		1.815605e-03V		1.951504e-03V		1.460838e-03V		
9	192	1.507473e-03V		1.962662e-03V		1.238537e-03V		2.001000e-03V		1.970673e-03V		1.814747e-03V		1.955509e-03V		1.460838e-03V		
10	192	1.508904e-03V		1.964092e-03V		1.237679e-03V		2.003002e-03V		1.970959e-03V		1.815605e-03V		1.954365e-03V		1.462269e-03V		
11	192	1.506329e-03V		1.964951e-03V		1.237106e-03V		2.001000e-03V		1.970387e-03V		1.815605e-03V		1.952076e-03V		1.458836e-03V		
12	192	1.508904e-03V		1.962090e-03V		1.239967e-03V		1.997853e-03V		1.969242e-03V		1.815033e-03V		1.950932e-03V		1.459980e-03V		
13	192	1.507473e-03V		1.964665e-03V		1.240540e-03V		1.999283e-03V		1.970387e-03V		1.818466e-03V		1.951504e-03V		1.462841e-03V		
14	192	1.508904e-03V		1.963806e-03V		1.241112e-03V		1.996708e-03V		1.966381e-03V		1.816464e-03V		1.952934e-03V		1.461411e-03V		
15	192	1.510620e-03V		1.961231e-03V		1.238251e-03V		1.997853e-03V		1.963234e-03V		1.813603e-03V		1.950073e-03V		1.459980e-03V		
16	192	1.505757e-03V		1.965523e-03V		1.237106e-03V		1.997566e-03V		1.965237e-03V		1.816464e-03V		1.950646e-03V		1.463127e-03V		
17	192	1.508618e-03V		1.963234e-03V		1.235390e-03V		1.996994e-03V		1.965523e-03V		1.815891e-03V		1.948071e-03V		1.462555e-03V		
18	192	1.509190e-03V		1.962948e-03V		1.238251e-03V		1.996708e-03V		1.966667e-03V		1.815033e-03V		1.948643e-03V		1.464558e-03V		
19	192	1.510620e-03V		1.964092e-03V		1.236248e-03V		1.998425e-03V		1.970101e-03V		1.817036e-03V		1.949787e-03V		1.462841e-03V		
20	192	1.509190e-03V		1.960087e-03V		1.233101e-03V		1.997853e-03V		1.968956e-03V		1.815605e-03V		1.953507e-03V		1.459980e-03V		
21	192	1.508331e-03V		1.962090e-03V		1.235390e-03V		1.996994e-03V		1.966667e-03V		1.816178e-03V		1.954365e-03V		1.459980e-03V		
22	192	1.511765e-03V		1.962948e-03V		1.236248e-03V		1.999569e-03V		1.973820e-03V		1.813317e-03V		1.950932e-03V		1.464844e-03V		
23	192	1.510906e-03V		1.961518e-03V		1.239109e-03V		1.997853e-03V		1.972676e-03V		1.811314e-03V		1.948643e-03V		1.463127e-03V		
24	192	1.511765e-03V		1.964665e-03V		1.236534e-03V		1.998711e-03V		1.970101e-03V		1.810742e-03V		1.950360e-03V		1.463986e-03V		
25	192	1.510620e-03V		1.962662e-03V		1.234245e-03V		1.996422e-03V		1.970673e-03V		1.814747e-03V		1.955509e-03V		1.461411e-03V		
26	192	1.508045e-03V		1.964665e-03V		1.236248e-03V		1.998139e-03V		1.972389e-03V		1.815605e-03V		1.957226e-03V		1.463986e-03V		
27	192	1.508904e-03V		1.962662e-03V		1.237679e-03V		1.998711e-03V		1.972389e-03V		1.814747e-03V		1.953507e-03V		1.461697e-03V		
28	192	1.506043e-03V		1.964951e-03V		1.239681e-03V		1.996708e-03V		1.971531e-03V		1.815891e-03V		1.950360e-03V		1.462269e-03V		
29	192	1.506615e-03V		1.960659e-03V		1.239109e-03V		1.995278e-03V		1.970959e-03V		1.819897e-03V		1.950932e-03V		1.465702e-03V		
30	192	1.507187e-03V		1.963234e-03V		1.239681e-03V		1.996708e-03V		1.967812e-03V		1.819325e-03V		1.950646e-03V		1.462841e-03V		
31	192	1.508045e-03V		1.962376e-03V		1.239109e-03V		1.997853e-03V		1.968956e-03V		1.819325e-03V		1.951790e-03V		1.458264e-03V		
32	192	1.508045e-03V		1.966381e-03V		1.233959e-03V		1.998139e-03V		1.972389e-03V		1.818466e-03V		1.951504e-03V		1.465416e-03V		
33	192	1.510906e-03V		1.963234e-03V		1.235676e-03V		1.999569e-03V		1.973820e-03V		1.813030e-03V		1.950932e-03V		1.463986e-03V		
34	192	1.512909e-03V		1.963520e-03V		1.237393e-03V		2.002144e-03V		1.970673e-03V		1.815033e-03V		1.952076e-03V		1.461983e-03V		
35	192	1.506901e-03V		1.963806e-03V		1.238251e-03V		2.001286e-03V		1.969242e-03V		1.817322e-03V		1.954651e-03V		1.465130e-03V		
36	192	1.507187e-03V		1.962948e-03V		1.236248e-03V		2.000714e-03V		1.968670e-03V		1.815605e-03V		1.952076e-03V		1.462841e-03V		
37	192	1.511479e-03V		1.961804e-03V		1.238251e-03V		1.998139e-03V		1.968956e-03V		1.815033e-03V		1.950073e-03V		1.456833e-03V		
38	192	1.512337e-03V		1.962662e-03V		1.239681e-03V		2.001000e-03V		1.971245e-03V		1.815319e-03V		1.951218e-03V		1.458550e-03V		
39	192	1.513481e-03V		1.963806e-03V		1.239681e-03V		2.000141e-03V		1.968098e-03V		1.816750e-03V		1.951504e-03V		1.461697e-03V		
40	192	1.511479e-03V		1.963520e-03V		1.236248e-03V		2.003575e-03V		1.966381e-03V		1.814747e-03V		1.953793e-03V		1.462269e-03V		
41	192	1.510048e-03V		1.960945e-03V		1.238251e-03V		2.001000e-03V		1.970101e-03V		1.816750e-03V		1.954937e-03V		1.460838e-03V		
42	192	1.509762e-03V		1.959801e-03V		1.239109e-03V		1.995850e-03V		1.965523e-03V		1.814175e-03V		1.949501e-03V		1.464272e-03V		
43	192	1.510906e-03V		1.962948e-03V		1.235104e-03V		1.999569e-03V		1.965809e-03V		1.811600e-03V		1.954365e-03V		1.463700e-03V		
44	192	1.512051e-03V		1.963806e-03V		1.236820e-03V		1.999855e-03V		1.969815e-03V		1.814747e-03V		1.952934e-03V		1.459980e-03V		
45	192	1.512909e-03V		1.964379e-03V		1.239681e-03V		2.000714e-03V		1.966667e-03V		1.815605e-03V		1.952934e-03V		1.460838e-03V		
46	192	1.511479e-03V		1.963520e-03V		1.236820e-03V		2.000714e-03V		1.971531e-03V		1.817894e-03V		1.951504e-03V		1.460552e-03V		
47	192	1.509476e-03V		1.965809e-03V		1.237106e-03V		2.000141e-03V		1.970673e-03V		1.821041e-03V		1.952362e-03V		1.462555e-03V		
48	192	1.511479e-03V		1.961804e-03V		1.238537e-03V		1.999855e-03V		1.971817e-03V		1.820183e-03V		1.952076e-03V		1.461697e-03V		
49	192	1.509190e-03V		1.960945e-03V		1.240540e-03V		1.997280e-03V		1.971531e-03V		1.816464e-03V		1.948071e-03V		1.465130e-03V		
50	192	1.510334e-03V		1.964379e-03V		1.239967e-03V		1.998139e-03V		1.971817e-03V		1.820469e-03V		1.950073e-03V		1.464272e-03V		
51	192	1.510620e-03V		1.962662e-03V		1.239109e-03V		1.998139e-03V		1.969528e-03V		1.817036e-03V		1.950073e-03V		1.461697e-03V		
52	192	1.508331e-03V		1.959515e-03V		1.234818e-03V		1.997566e-03V		1.970101e-03V		1.819039e-03V		1.949501e-03V		1.461125e-03V		
53	192	1.511765e-03V		1.960945e-03V		1.237679e-03V		1.996422e-03V		1.970101e-03V		1.817322e-03V		1.950073e-03V		1.463127e-03V		
54	192	1.509762e-03V		1.963520e-03V		1.238537e-03V		1.999283e-03V		1.968384e-03V		1.815891e-03V		1.953221e-03V		1.459980e-03V		
55	192	1.506043e-03V		1.966667e-03V		1.237679e-03V		2.001572e-03V		1.968670e-03V		1.816464e-03V		1.953507e-03V		1.463700e-03V		
56	192	1.507473e-03V		1.966095e-03V		1.237106e-03V		1.999569e-03V		1.967240e-03V		1.810456e-03V		1.952934e-03V		1.463127e-03V		
57	192	1.512337e-03V		1.966667e-03V		1.234532e-03V		2.002716e-03V		1.966667e-03V		1.812744e-03V		1.951218e-03V		1.461697e-03V		
58	192	1.511479e-03V		1.964951e-03V		1.233673e-03V		2.004433e-03V		1.965523e-03V		1.816178e-03V		1.952362e-03V		1.461697e-03V		
59	192	1.508618e-03V		1.967812e-03V		1.239967e-03V		2.004433e-03V		1.968098e-03V		1.817036e-03V		1.950073e-03V		1.459408e-03V		
60	192	1.510334e-03V		1.966095e-03V		1.238251e-03V		2.001572e-03V		1.969528e-03V		1.817894e-03V		1.952076e-03V		1.459694e-03V		
61	192	1.512909e-03V		1.963806e-03V		1.236534e-03V		1.998425e-03V		1.966667e-03V		1.816464e-03V		1.950932e-03V		1.463986e-03V		
62	192	1.508331e-03V		1.962376e-03V		1.236248e-03V		1.998711e-03V		1.967240e-03V		1.815605e-03V		1.950932e-03V		1.461697e-03V		
63	192	1.509762e-03V		1.963806e-03V		1.235962e-03V		2.001572e-03V		1.970959e-03V		1.814747e-03V		1.952076e-03V		1.459980e-03V		
64	192	1.510048e-03V		1.963520e-03V		1.238537e-03V		2.005291e-03V		1.969815e-03V		1.815033e-03V		1.952362e-03V		1.461411e-03V		
65	192	1.511193e-03V		1.964951e-03V		1.237679e-03V		2.002716e-03V		1.967812e-03V		1.817894e-03V		1.950932e-03V		1.465988e-03V		
66	192	1.510334e-03V		1.965809e-03V		1.239395e-03V		2.001000e-03V		1.971817e-03V		1.818466e-03V		1.953221e-03V		1.463700e-03V		
67	192	1.509476e-03V		1.969528e-03V		1.240540e-03V		2.002430e-03V		1.969528e-03V		1.818466e-03V		1.951504e-03V		1.462841e-03V		
68	192	1.508618e-03V		1.967240e-03V		1.239109e-03V		1.998711e-03V		1.968098e-03V		1.817608e-03V		1.952362e-03V		1.462841e-03V		
69	192	1.512623e-03V		1.964379e-03V		1.237679e-03V		1.997853e-03V		1.965237e-03V		1.815033e-03V		1.949787e-03V		1.464844e-03V		
70	192	1.510048e-03V		1.962376e-03V		1.238537e-03V		1.997280e-03V		1.967526e-03V		1.816464e-03V		1.949501e-03V		1.462841e-03V		
71	192	1.509190e-03V		1.963806e-03V		1.239967e-03V		2.000141e-03V		1.968670e-03V		1.818180e-03V		1.954937e-03V		1.459122e-03V		
72	192	1.506615e-03V		1.963806e-03V		1.236248e-03V		2.002716e-03V		1.970959e-03V		1.814175e-03V		1.955223e-03V		1.463127e-03V		
73	192	1.506043e-03V		1.962090e-03V		1.233673e-03V		2.000427e-03V		1.969528e-03V		1.811886e-03V		1.952362e-03V		1.461697e-03V		
74	192	1.509476e-03V		1.964665e-03V		1.236820e-03V		2.001000e-03V		1.967240e-03V		1.815605e-03V		1.949501e-03V		1.458550e-03V		
75	192	1.511765e-03V		1.963234e-03V		1.239967e-03V		2.002144e-03V		1.971531e-03V		1.815319e-03V		1.946640e-03V		1.460552e-03V		
76	192	1.511479e-03V		1.964092e-03V		1.238537e-03V		1.998425e-03V		1.972103e-03V		1.813603e-03V		1.951218e-03V		1.460838e-03V		
77	192	1.513767e-03V		1.965809e-03V		1.237106e-03V		1.999855e-03V		1.969242e-03V		1.816178e-03V		1.951790e-03V		1.465702e-03V		
78	192	1.509190e-03V		1.966667e-03V		1.237679e-03V		1.999569e-03V		1.969528e-03V		1.816464e-03V		1.952362e-03V		1.468849e-03V		
